logdensity,dataset,model
-1.6768891138454,out-of-sample,vanilla
-1.69305670292766,out-of-sample,vanilla
-1.6731533782079,out-of-sample,vanilla
-1.70176841635583,out-of-sample,vanilla
-1.88747758621448,out-of-sample,vanilla
-1.79586726484663,out-of-sample,vanilla
-1.75267453946517,out-of-sample,vanilla
-1.80466984186923,out-of-sample,vanilla
-1.69247931914821,out-of-sample,vanilla
-1.69386192046124,out-of-sample,vanilla
-1.70271369816906,out-of-sample,vanilla
-1.68620876434229,out-of-sample,vanilla
-1.6537805250209,out-of-sample,vanilla
-1.71287599412659,out-of-sample,vanilla
-1.69884217427025,out-of-sample,vanilla
-1.85241537219881,out-of-sample,vanilla
-1.71523067029431,out-of-sample,vanilla
-1.7330329510273,out-of-sample,vanilla
-1.69369085960909,out-of-sample,vanilla
-1.682288495931,out-of-sample,vanilla
-1.72813153256944,out-of-sample,vanilla
-1.69610687835337,out-of-sample,vanilla
-1.76154450645715,out-of-sample,vanilla
-1.64785430298077,out-of-sample,vanilla
-1.74327294704058,out-of-sample,vanilla
-1.7598964693741,out-of-sample,vanilla
-1.72119493630525,out-of-sample,vanilla
-1.79941722192702,out-of-sample,vanilla
-1.73473555284718,out-of-sample,vanilla
-1.77375889931027,out-of-sample,vanilla
-1.7077172285334,out-of-sample,vanilla
-1.74227071440715,out-of-sample,vanilla
-1.76022280218263,out-of-sample,vanilla
-1.80470768673907,out-of-sample,vanilla
-1.64333060929274,out-of-sample,vanilla
-1.73952589590261,out-of-sample,vanilla
-1.75485431990627,out-of-sample,vanilla
-1.66527073829662,out-of-sample,vanilla
-1.67015277955628,out-of-sample,vanilla
-1.72350670863977,out-of-sample,vanilla
-1.71539971364624,out-of-sample,vanilla
-1.7217727064207,out-of-sample,vanilla
-1.82895171656832,out-of-sample,vanilla
-1.77962159113024,out-of-sample,vanilla
-1.79661453735706,out-of-sample,vanilla
-1.72902508571196,out-of-sample,vanilla
-1.75810446585268,out-of-sample,vanilla
-1.71851236093826,out-of-sample,vanilla
-1.70196857659603,out-of-sample,vanilla
-1.73420849907895,out-of-sample,vanilla
-1.79820339593625,out-of-sample,vanilla
-1.7318434221285,out-of-sample,vanilla
-1.69944787593509,out-of-sample,vanilla
-1.65621518668088,out-of-sample,vanilla
-1.70262724896583,out-of-sample,vanilla
-1.68180450541883,out-of-sample,vanilla
-1.6815957714375,out-of-sample,vanilla
-1.71904250714977,out-of-sample,vanilla
-1.70831885288159,out-of-sample,vanilla
-1.73053530604025,out-of-sample,vanilla
-1.78063466893342,out-of-sample,vanilla
-1.72728509107083,out-of-sample,vanilla
-1.72619434251182,out-of-sample,vanilla
-1.68479268860626,out-of-sample,vanilla
-1.71671685998582,out-of-sample,vanilla
-1.79750529712611,out-of-sample,vanilla
-1.75831040894364,out-of-sample,vanilla
-1.71263862405006,out-of-sample,vanilla
-1.72093830193803,out-of-sample,vanilla
-1.68998424920382,out-of-sample,vanilla
-1.65707251272937,out-of-sample,vanilla
-1.72823439147198,out-of-sample,vanilla
-1.6866718462094,out-of-sample,vanilla
-1.65972257701485,out-of-sample,vanilla
-1.73615333433263,out-of-sample,vanilla
-1.80660204205663,out-of-sample,vanilla
-1.79028597786686,out-of-sample,vanilla
-1.66881854936487,out-of-sample,vanilla
-1.72268879520382,out-of-sample,vanilla
-1.69690064954889,out-of-sample,vanilla
-1.70996946177037,out-of-sample,vanilla
-1.66547390156053,out-of-sample,vanilla
-1.71310503021122,out-of-sample,vanilla
-1.71575222160989,out-of-sample,vanilla
-1.73956922986202,out-of-sample,vanilla
-1.74511381886532,out-of-sample,vanilla
-1.70045767923223,out-of-sample,vanilla
-1.65840249112325,out-of-sample,vanilla
-1.68997755772347,out-of-sample,vanilla
-1.68438615883781,out-of-sample,vanilla
-1.66323204460374,out-of-sample,vanilla
-1.70768847107337,out-of-sample,vanilla
-1.69819118188267,out-of-sample,vanilla
-1.71513389180141,out-of-sample,vanilla
-1.69394530977709,out-of-sample,vanilla
-1.7114994596611,out-of-sample,vanilla
-1.7731961843591,out-of-sample,vanilla
-1.71055464669585,out-of-sample,vanilla
-1.74901117778015,out-of-sample,vanilla
-1.81474546928047,out-of-sample,vanilla
-1.67334588672444,out-of-sample,vanilla
-1.74726959325115,out-of-sample,vanilla
-1.68080597936815,out-of-sample,vanilla
-1.71112303329366,out-of-sample,vanilla
-1.70393589823497,out-of-sample,vanilla
-1.73808029092323,out-of-sample,vanilla
-1.70414476756593,out-of-sample,vanilla
-1.69704370724517,out-of-sample,vanilla
-1.67629644166627,out-of-sample,vanilla
-1.79271398444248,out-of-sample,vanilla
-1.73543665754067,out-of-sample,vanilla
-1.65554207437216,out-of-sample,vanilla
-1.69477537915021,out-of-sample,vanilla
-1.74275229596393,out-of-sample,vanilla
-1.73441742289862,out-of-sample,vanilla
-1.71722139512695,out-of-sample,vanilla
-1.749600389376,out-of-sample,vanilla
-1.64851210388439,out-of-sample,vanilla
-1.66574108983002,out-of-sample,vanilla
-1.7292234108153,out-of-sample,vanilla
-1.71747227512554,out-of-sample,vanilla
-1.72179178447555,out-of-sample,vanilla
-1.69716165310645,out-of-sample,vanilla
-1.70256688490006,out-of-sample,vanilla
-1.70874960814576,out-of-sample,vanilla
-1.654922881037,out-of-sample,vanilla
-1.68813424964051,out-of-sample,vanilla
-1.76523672548517,out-of-sample,vanilla
-1.71348986045286,out-of-sample,vanilla
-1.68585359923853,out-of-sample,vanilla
-1.74302193309508,out-of-sample,vanilla
-1.65572623793967,out-of-sample,vanilla
-1.69724687444863,out-of-sample,vanilla
-1.71290897405591,out-of-sample,vanilla
-1.7399066023827,out-of-sample,vanilla
-1.69709159006402,out-of-sample,vanilla
-1.73312155445799,out-of-sample,vanilla
-1.72294224295632,out-of-sample,vanilla
-1.72021076493821,out-of-sample,vanilla
-1.75769805621771,out-of-sample,vanilla
-1.78507544702808,out-of-sample,vanilla
-1.78710914577824,out-of-sample,vanilla
-1.71737328838827,out-of-sample,vanilla
-1.8093144599634,out-of-sample,vanilla
-1.77040237938753,out-of-sample,vanilla
-1.79809431848813,out-of-sample,vanilla
-1.79482748634732,out-of-sample,vanilla
-1.7919052963718,out-of-sample,vanilla
-1.73367146976301,out-of-sample,vanilla
-1.7742018633919,out-of-sample,vanilla
-1.74355233077049,out-of-sample,vanilla
-1.79653881363398,out-of-sample,vanilla
-1.70819833584012,out-of-sample,vanilla
-1.79269126696289,out-of-sample,vanilla
-1.7203825201804,out-of-sample,vanilla
-1.72946146083859,out-of-sample,vanilla
-1.68598472039098,out-of-sample,vanilla
-1.65696007150613,out-of-sample,vanilla
-1.72512378762109,out-of-sample,vanilla
-1.74025080244292,out-of-sample,vanilla
-1.79456522412327,out-of-sample,vanilla
-1.74317366367551,out-of-sample,vanilla
-1.73859292828905,out-of-sample,vanilla
-1.70528559060185,out-of-sample,vanilla
-1.75812639219307,out-of-sample,vanilla
-1.65467145066463,out-of-sample,vanilla
-1.69082406222057,out-of-sample,vanilla
-1.76433363695016,out-of-sample,vanilla
-1.65536246656419,out-of-sample,vanilla
-1.70815297513661,out-of-sample,vanilla
-1.783779973311,out-of-sample,vanilla
-1.74901589198093,out-of-sample,vanilla
-1.80808721870243,out-of-sample,vanilla
-1.71005645673228,out-of-sample,vanilla
-1.64992721708464,out-of-sample,vanilla
-1.65525578075123,out-of-sample,vanilla
-1.68374006500269,out-of-sample,vanilla
-1.63714697354784,out-of-sample,vanilla
-1.70552450663692,out-of-sample,vanilla
-1.77897427827317,out-of-sample,vanilla
-1.82417044009151,out-of-sample,vanilla
-1.71847040072079,out-of-sample,vanilla
-1.7830400265149,out-of-sample,vanilla
-1.69510245827755,out-of-sample,vanilla
-1.63470812891451,out-of-sample,vanilla
-1.68043292720048,out-of-sample,vanilla
-1.67223332827094,out-of-sample,vanilla
-1.65241235174189,out-of-sample,vanilla
-1.71411294890147,out-of-sample,vanilla
-1.69755443178525,out-of-sample,vanilla
-1.74769381287297,out-of-sample,vanilla
-1.74635728237338,out-of-sample,vanilla
-1.76693054635482,out-of-sample,vanilla
-1.77045946093665,out-of-sample,vanilla
-1.76710816942422,out-of-sample,vanilla
-1.71641555309866,out-of-sample,vanilla
-1.71716089447337,out-of-sample,vanilla
-1.7385167371877,out-of-sample,vanilla
-1.74868602095523,out-of-sample,vanilla
-1.73938267983581,out-of-sample,vanilla
-1.71677312746839,out-of-sample,vanilla
-1.66513529384051,out-of-sample,vanilla
-1.72113818077276,out-of-sample,vanilla
-1.67344658058791,out-of-sample,vanilla
-1.7766794401729,out-of-sample,vanilla
-1.67446775572209,out-of-sample,vanilla
-1.67163158090154,out-of-sample,vanilla
-1.67757427669296,out-of-sample,vanilla
-1.78730016380335,out-of-sample,vanilla
-1.71046740808251,out-of-sample,vanilla
-1.68803245450099,out-of-sample,vanilla
-1.67362008197608,out-of-sample,vanilla
-1.74307207887449,out-of-sample,vanilla
-1.76150463530603,out-of-sample,vanilla
-1.72703016589382,out-of-sample,vanilla
-1.76156477178533,out-of-sample,vanilla
-1.7006201637719,out-of-sample,vanilla
-1.64684155387697,out-of-sample,vanilla
-1.72393775266387,out-of-sample,vanilla
-1.68616921999561,out-of-sample,vanilla
-1.70699163386186,out-of-sample,vanilla
-1.67684746371079,out-of-sample,vanilla
-1.7140152798296,out-of-sample,vanilla
-1.73172010835549,out-of-sample,vanilla
-1.71859488576637,out-of-sample,vanilla
-1.72627483501899,out-of-sample,vanilla
-1.72301995915484,out-of-sample,vanilla
-1.6810035521755,out-of-sample,vanilla
-1.72767506604288,out-of-sample,vanilla
-1.72406252406068,out-of-sample,vanilla
-1.80760769373896,out-of-sample,vanilla
-1.7998607592065,out-of-sample,vanilla
-1.73507447737657,out-of-sample,vanilla
-1.71474275370611,out-of-sample,vanilla
-1.87034353340432,out-of-sample,vanilla
-1.69563867084425,out-of-sample,vanilla
-1.70092387739456,out-of-sample,vanilla
-1.67738323973014,out-of-sample,vanilla
-1.72295884071123,out-of-sample,vanilla
-1.74784713434186,out-of-sample,vanilla
-1.72141798559652,out-of-sample,vanilla
-1.70830442309873,out-of-sample,vanilla
-1.71809131209712,out-of-sample,vanilla
-1.7129855159838,out-of-sample,vanilla
-1.68268664387414,out-of-sample,vanilla
-1.70514186043381,out-of-sample,vanilla
-1.687568974057,out-of-sample,vanilla
-1.74969644868979,out-of-sample,vanilla
-1.66090111065636,out-of-sample,vanilla
-1.73203685388741,out-of-sample,vanilla
-1.65940514366283,out-of-sample,vanilla
-1.69881731286807,out-of-sample,vanilla
-1.70794490010301,out-of-sample,vanilla
-1.72526166322774,out-of-sample,vanilla
-1.72860134815761,out-of-sample,vanilla
-1.71822263702634,out-of-sample,vanilla
-1.69488355373043,out-of-sample,vanilla
-1.69212796009788,out-of-sample,vanilla
-1.67518078335651,out-of-sample,vanilla
-1.72427504671319,out-of-sample,vanilla
-1.79053764650996,out-of-sample,vanilla
-1.67601971470299,out-of-sample,vanilla
-1.66482526738775,out-of-sample,vanilla
-1.72379867554338,out-of-sample,vanilla
-1.64250691724837,out-of-sample,vanilla
-1.65312926245914,out-of-sample,vanilla
-1.69671495870099,out-of-sample,vanilla
-1.65400696592386,out-of-sample,vanilla
-1.69263364858672,out-of-sample,vanilla
-1.71836783157097,out-of-sample,vanilla
-1.70375596612558,out-of-sample,vanilla
-1.64149692115096,out-of-sample,vanilla
-1.6959151551321,out-of-sample,vanilla
-1.73648910850243,out-of-sample,vanilla
-1.74683202001809,out-of-sample,vanilla
-1.69512810055322,out-of-sample,vanilla
-1.70228569472339,out-of-sample,vanilla
-1.75535006044643,out-of-sample,vanilla
-1.68929230766217,out-of-sample,vanilla
-1.7007446374448,out-of-sample,vanilla
-1.67365946462327,out-of-sample,vanilla
-1.72361629021512,out-of-sample,vanilla
-1.71915209807484,out-of-sample,vanilla
-1.75015900431903,out-of-sample,vanilla
-1.7596960193527,out-of-sample,vanilla
-1.74049484754857,out-of-sample,vanilla
-1.69814115366433,out-of-sample,vanilla
-1.71042605985041,out-of-sample,vanilla
-1.73717069998376,out-of-sample,vanilla
-1.71114691441304,out-of-sample,vanilla
-1.77847742447228,out-of-sample,vanilla
-1.70558027897113,out-of-sample,vanilla
-1.74108921352062,out-of-sample,vanilla
-1.76655747794241,out-of-sample,vanilla
-1.69868186497971,out-of-sample,vanilla
-1.72103703777863,out-of-sample,vanilla
-1.74294708050768,out-of-sample,vanilla
-1.70382332219299,out-of-sample,vanilla
-1.72391267682627,out-of-sample,vanilla
-1.77366824120951,out-of-sample,vanilla
-1.75117512393316,out-of-sample,vanilla
-1.70250616447328,out-of-sample,vanilla
-1.77621177549936,out-of-sample,vanilla
-1.76018507402179,out-of-sample,vanilla
-1.79551824694478,out-of-sample,vanilla
-1.74101296542229,out-of-sample,vanilla
-1.67080032075992,out-of-sample,vanilla
-1.67368526766938,out-of-sample,vanilla
-1.78563256054206,out-of-sample,vanilla
-1.6787202227017,out-of-sample,vanilla
-1.72409608401772,out-of-sample,vanilla
-1.86405717628346,out-of-sample,vanilla
-1.77849065771777,out-of-sample,vanilla
-1.66005908537652,out-of-sample,vanilla
-1.69097591419873,out-of-sample,vanilla
-1.68287037252506,out-of-sample,vanilla
-1.71072950372085,out-of-sample,vanilla
-1.7833828858133,out-of-sample,vanilla
-1.69387018818913,out-of-sample,vanilla
-1.7727050641871,out-of-sample,vanilla
-1.75399974218948,out-of-sample,vanilla
-1.71878996305141,out-of-sample,vanilla
-1.73902919256833,out-of-sample,vanilla
-1.77533155509539,out-of-sample,vanilla
-1.74766010445747,out-of-sample,vanilla
-1.63395035899601,out-of-sample,vanilla
-1.74244954551957,out-of-sample,vanilla
-1.77863993128848,out-of-sample,vanilla
-1.79354311856586,out-of-sample,vanilla
-1.76825393607361,out-of-sample,vanilla
-1.76741135692774,out-of-sample,vanilla
-1.67792698813761,out-of-sample,vanilla
-1.69483916387752,out-of-sample,vanilla
-1.78010584829709,out-of-sample,vanilla
-1.686412426097,out-of-sample,vanilla
-1.69247496367058,out-of-sample,vanilla
-1.77618773269551,out-of-sample,vanilla
-1.74096488196437,out-of-sample,vanilla
-1.6941464074721,out-of-sample,vanilla
-1.67140566319386,out-of-sample,vanilla
-1.65654464850577,out-of-sample,vanilla
-1.66608730702385,out-of-sample,vanilla
-1.70839606324874,out-of-sample,vanilla
-1.70654628310925,out-of-sample,vanilla
-1.71451388111787,out-of-sample,vanilla
-1.72040627016523,out-of-sample,vanilla
-1.69311355829311,out-of-sample,vanilla
-1.70852942815975,out-of-sample,vanilla
-1.71088207958492,out-of-sample,vanilla
-1.79984303178341,out-of-sample,vanilla
-1.70462274562654,out-of-sample,vanilla
-1.68864585653498,out-of-sample,vanilla
-1.72913090014233,out-of-sample,vanilla
-1.69801900985243,out-of-sample,vanilla
-1.70497068524067,out-of-sample,vanilla
-1.671405638173,out-of-sample,vanilla
-1.71427646208274,out-of-sample,vanilla
-1.78022364198784,out-of-sample,vanilla
-1.69727708544045,out-of-sample,vanilla
-1.67573432700592,out-of-sample,vanilla
-1.69062642065056,out-of-sample,vanilla
-1.76325661031719,out-of-sample,vanilla
-1.6554689184276,out-of-sample,vanilla
-1.71615868082363,out-of-sample,vanilla
-1.68975833835363,out-of-sample,vanilla
-1.7623732380491,out-of-sample,vanilla
-1.71220164461331,out-of-sample,vanilla
-1.74810013405973,out-of-sample,vanilla
-1.75311628974191,out-of-sample,vanilla
-1.72216118273749,out-of-sample,vanilla
-1.79460553244095,out-of-sample,vanilla
-1.69247049106451,out-of-sample,vanilla
-1.70144702828879,out-of-sample,vanilla
-1.74735050702259,out-of-sample,vanilla
-1.74975716494058,out-of-sample,vanilla
-1.66198371423889,out-of-sample,vanilla
-1.71576064549396,out-of-sample,vanilla
-1.7257781314225,out-of-sample,vanilla
-1.72297938023672,out-of-sample,vanilla
-1.77408582889857,out-of-sample,vanilla
-1.77020603306216,out-of-sample,vanilla
-1.7431602683628,out-of-sample,vanilla
-1.76932617412917,out-of-sample,vanilla
-1.71402310933621,out-of-sample,vanilla
-1.71068217928927,out-of-sample,vanilla
-1.72285836409716,out-of-sample,vanilla
-1.73992098802523,out-of-sample,vanilla
-1.77551634061279,out-of-sample,vanilla
-1.69738698578646,out-of-sample,vanilla
-1.67726629544964,out-of-sample,vanilla
-1.72889288155565,out-of-sample,vanilla
-1.86069972552548,out-of-sample,vanilla
-1.77907971680815,out-of-sample,vanilla
-1.7257177747234,out-of-sample,vanilla
-1.82532260355737,out-of-sample,vanilla
-1.74464962089849,out-of-sample,vanilla
-1.66269943387559,out-of-sample,vanilla
-1.6724530004783,out-of-sample,vanilla
-1.74161503146811,out-of-sample,vanilla
-1.67625922867752,out-of-sample,vanilla
-1.68375808100527,out-of-sample,vanilla
-1.70778866676513,out-of-sample,vanilla
-1.76929838268445,out-of-sample,vanilla
-1.69272717756517,out-of-sample,vanilla
-1.74865840394222,out-of-sample,vanilla
-1.7442496224359,out-of-sample,vanilla
-1.72741272048966,out-of-sample,vanilla
-1.73508835219461,out-of-sample,vanilla
-1.75963777732376,out-of-sample,vanilla
-1.69412432688754,out-of-sample,vanilla
-1.63417101558897,out-of-sample,vanilla
-1.69798535186585,out-of-sample,vanilla
-1.67415317312226,out-of-sample,vanilla
-1.72869228749218,out-of-sample,vanilla
-1.72534989986409,out-of-sample,vanilla
-1.74704445903769,out-of-sample,vanilla
-1.69660227362583,out-of-sample,vanilla
-1.71209777003328,out-of-sample,vanilla
-1.76974675655764,out-of-sample,vanilla
-1.77291000923184,out-of-sample,vanilla
-1.7037298979096,out-of-sample,vanilla
-1.7338286566439,out-of-sample,vanilla
-1.71633970266076,out-of-sample,vanilla
-1.72270243224722,out-of-sample,vanilla
-1.65564794580272,out-of-sample,vanilla
-1.7123076046154,out-of-sample,vanilla
-1.71823296091779,out-of-sample,vanilla
-1.75527626447959,out-of-sample,vanilla
-1.85771435127104,out-of-sample,vanilla
-1.79344032846337,out-of-sample,vanilla
-1.74113955415141,out-of-sample,vanilla
-1.75613756669104,out-of-sample,vanilla
-1.73904235403264,out-of-sample,vanilla
-1.77825093904496,out-of-sample,vanilla
-1.78542778577409,out-of-sample,vanilla
-1.74414107307187,out-of-sample,vanilla
-1.75840434615388,out-of-sample,vanilla
-1.73715750201225,out-of-sample,vanilla
-1.73332523563136,out-of-sample,vanilla
-1.8549488952851,out-of-sample,vanilla
-1.82935535226152,out-of-sample,vanilla
-1.78076619564428,out-of-sample,vanilla
-1.71541590414165,out-of-sample,vanilla
-1.73013685856203,out-of-sample,vanilla
-1.69456913375853,out-of-sample,vanilla
-1.7366929800914,out-of-sample,vanilla
-1.729764282867,out-of-sample,vanilla
-1.71985340758051,out-of-sample,vanilla
-1.71549411143691,out-of-sample,vanilla
-1.75940508565109,out-of-sample,vanilla
-1.72453181281474,out-of-sample,vanilla
-1.70677671664937,out-of-sample,vanilla
-1.75143598452221,out-of-sample,vanilla
-1.72133883808491,out-of-sample,vanilla
-1.73690124794679,out-of-sample,vanilla
-1.67427941469734,out-of-sample,vanilla
-1.7010676702608,out-of-sample,vanilla
-1.67892616381206,out-of-sample,vanilla
-1.6935542671325,out-of-sample,vanilla
-1.76418008709435,out-of-sample,vanilla
-1.76663048533056,out-of-sample,vanilla
-1.71462632486984,out-of-sample,vanilla
-1.70863536867727,out-of-sample,vanilla
-1.77787661608722,out-of-sample,vanilla
-1.7719333975812,out-of-sample,vanilla
-1.78988735917099,out-of-sample,vanilla
-1.74929966421533,out-of-sample,vanilla
-1.76464892597867,out-of-sample,vanilla
-1.74870993043376,out-of-sample,vanilla
-1.79425633600417,out-of-sample,vanilla
-1.80770377225945,out-of-sample,vanilla
-1.68961380072604,out-of-sample,vanilla
-1.75371565249137,out-of-sample,vanilla
-1.69826256523841,out-of-sample,vanilla
-1.7327428587555,out-of-sample,vanilla
-1.7168487482668,out-of-sample,vanilla
-1.69703839319888,out-of-sample,vanilla
-1.76456402613097,out-of-sample,vanilla
-1.70480615712484,out-of-sample,vanilla
-1.70254550068486,out-of-sample,vanilla
-1.68758918330068,out-of-sample,vanilla
-1.7496158795163,out-of-sample,vanilla
-1.73645105882236,out-of-sample,vanilla
-1.76768722258152,out-of-sample,vanilla
-1.81047016446052,out-of-sample,vanilla
-1.69344205192981,out-of-sample,vanilla
-1.73839846700874,out-of-sample,vanilla
-1.78088172544134,out-of-sample,vanilla
-1.88718953231636,out-of-sample,vanilla
-1.70896003506759,out-of-sample,vanilla
-1.70546347803675,out-of-sample,vanilla
-1.7298509278992,out-of-sample,vanilla
-1.72626943087832,out-of-sample,vanilla
-1.75339352931042,out-of-sample,vanilla
-1.73026834429378,out-of-sample,vanilla
-1.68709943556392,out-of-sample,vanilla
-1.76534477170238,out-of-sample,vanilla
-1.73015993543007,out-of-sample,vanilla
-1.83238106554473,out-of-sample,vanilla
-1.72592514473199,out-of-sample,vanilla
-1.78490659816032,out-of-sample,vanilla
-1.73642193099903,out-of-sample,vanilla
-1.70253220630682,out-of-sample,vanilla
-1.701653996057,out-of-sample,vanilla
-1.7116432146811,out-of-sample,vanilla
-1.72188165836317,out-of-sample,vanilla
-1.70820104018346,out-of-sample,vanilla
-1.75763021964805,out-of-sample,vanilla
-1.74431311457339,out-of-sample,vanilla
-1.68453044711341,out-of-sample,vanilla
-1.67970960530746,out-of-sample,vanilla
-1.69700404891393,out-of-sample,vanilla
-1.7324047996019,out-of-sample,vanilla
-1.77504418388755,out-of-sample,vanilla
-1.74266170247126,out-of-sample,vanilla
-1.67606176959082,out-of-sample,vanilla
-1.79265453280954,out-of-sample,vanilla
-1.7065148315311,out-of-sample,vanilla
-1.63078597686161,out-of-sample,vanilla
-1.72321452630818,out-of-sample,vanilla
-1.71197293635872,out-of-sample,vanilla
-1.72983257896098,out-of-sample,vanilla
-1.76737114163124,out-of-sample,vanilla
-1.76001105099872,out-of-sample,vanilla
-1.79525248995965,out-of-sample,vanilla
-1.69905072059505,out-of-sample,vanilla
-1.69392038215394,out-of-sample,vanilla
-1.678603022536,out-of-sample,vanilla
-1.67753246605528,out-of-sample,vanilla
-1.73717626136503,out-of-sample,vanilla
-1.72949851680808,out-of-sample,vanilla
-1.76434471880227,out-of-sample,vanilla
-1.72069428411065,out-of-sample,vanilla
-1.68703209330429,out-of-sample,vanilla
-1.72905969227512,out-of-sample,vanilla
-1.69806876406882,out-of-sample,vanilla
-1.72456711419477,out-of-sample,vanilla
-1.68720379432956,out-of-sample,vanilla
-1.69806943435957,out-of-sample,vanilla
-1.74195075385045,out-of-sample,vanilla
-1.6732556952092,out-of-sample,vanilla
-1.70292051073577,out-of-sample,vanilla
-1.66580375192367,out-of-sample,vanilla
-1.73585197734114,out-of-sample,vanilla
-1.73207473862664,out-of-sample,vanilla
-1.70724923780519,out-of-sample,vanilla
-1.72163273386851,out-of-sample,vanilla
-1.76238906491143,out-of-sample,vanilla
-1.71501422678582,out-of-sample,vanilla
-1.74717983221047,out-of-sample,vanilla
-1.69638749581257,out-of-sample,vanilla
-1.76793997608176,out-of-sample,vanilla
-1.68627918702643,out-of-sample,vanilla
-1.69238458504213,out-of-sample,vanilla
-1.64238914749243,out-of-sample,vanilla
-1.64896608436614,out-of-sample,vanilla
-1.67961362079607,out-of-sample,vanilla
-1.64315629223486,out-of-sample,vanilla
-1.70176351116468,out-of-sample,vanilla
-1.71979413836041,out-of-sample,vanilla
-1.67069765519963,out-of-sample,vanilla
-1.70633775712909,out-of-sample,vanilla
-1.78145795888728,out-of-sample,vanilla
-1.87489021548413,out-of-sample,vanilla
-1.71925703902693,out-of-sample,vanilla
-1.69729677914785,out-of-sample,vanilla
-1.79110834318819,out-of-sample,vanilla
-1.75924695029117,out-of-sample,vanilla
-1.73794257551159,out-of-sample,vanilla
-1.74522436998515,out-of-sample,vanilla
-1.75322934699463,out-of-sample,vanilla
-1.73998326497349,out-of-sample,vanilla
-1.75601000855359,out-of-sample,vanilla
-1.74321834440181,out-of-sample,vanilla
-1.7152578620802,out-of-sample,vanilla
-1.70139888331053,out-of-sample,vanilla
-1.80023890007933,out-of-sample,vanilla
-1.69821586743983,out-of-sample,vanilla
-1.73644279899195,out-of-sample,vanilla
-1.68478911940865,out-of-sample,vanilla
-1.72676727671777,out-of-sample,vanilla
-1.75665842127399,out-of-sample,vanilla
-1.75757250697116,out-of-sample,vanilla
-1.75848513209116,out-of-sample,vanilla
-1.67011753014408,out-of-sample,vanilla
-1.68278774320995,out-of-sample,vanilla
-1.69642788250437,out-of-sample,vanilla
-1.71219920404198,out-of-sample,vanilla
-1.78579306662702,out-of-sample,vanilla
-1.71828797505973,out-of-sample,vanilla
-1.72541625253478,out-of-sample,vanilla
-1.73712523174485,out-of-sample,vanilla
-1.72783580920756,out-of-sample,vanilla
-1.7196011999486,out-of-sample,vanilla
-1.83661973415347,out-of-sample,vanilla
-1.75841041194518,out-of-sample,vanilla
-1.81247113792863,out-of-sample,vanilla
-1.85286126361832,out-of-sample,vanilla
-1.79240499751024,out-of-sample,vanilla
-1.69117567144443,out-of-sample,vanilla
-1.68760862125507,out-of-sample,vanilla
-1.66992206149909,out-of-sample,vanilla
-1.80095359280549,out-of-sample,vanilla
-1.73136647977273,out-of-sample,vanilla
-1.6981805250903,out-of-sample,vanilla
-1.73668657238959,out-of-sample,vanilla
-1.73065512623726,out-of-sample,vanilla
-1.68877344985794,out-of-sample,vanilla
-1.76496237614622,out-of-sample,vanilla
-1.71321044434998,out-of-sample,vanilla
-1.75236838170616,out-of-sample,vanilla
-1.6926276777166,out-of-sample,vanilla
-1.68318722090282,out-of-sample,vanilla
-1.69965635050253,out-of-sample,vanilla
-1.66123770883881,out-of-sample,vanilla
-1.68423255655374,out-of-sample,vanilla
-1.67463148525009,out-of-sample,vanilla
-1.71674083068078,out-of-sample,vanilla
-1.65537887907414,out-of-sample,vanilla
-1.6833777739102,out-of-sample,vanilla
-1.79353772607421,out-of-sample,vanilla
-1.76105781690791,out-of-sample,vanilla
-1.70588563872372,out-of-sample,vanilla
-1.73557332785565,out-of-sample,vanilla
-1.71600071126863,out-of-sample,vanilla
-1.73162858857792,out-of-sample,vanilla
-1.7234553910744,out-of-sample,vanilla
-1.69781424357072,out-of-sample,vanilla
-1.7730909241416,out-of-sample,vanilla
-1.67624297042725,out-of-sample,vanilla
-1.66747288300443,out-of-sample,vanilla
-1.70041000619752,out-of-sample,vanilla
-1.71538166290676,out-of-sample,vanilla
-1.70418336249195,out-of-sample,vanilla
-1.6980472445057,out-of-sample,vanilla
-1.71702319325275,out-of-sample,vanilla
-1.78788450417476,out-of-sample,vanilla
-1.71643970718088,out-of-sample,vanilla
-1.67282772741227,out-of-sample,vanilla
-1.7089855236873,out-of-sample,vanilla
-1.76124675702884,out-of-sample,vanilla
-1.71240884418537,out-of-sample,vanilla
-1.73136370050919,out-of-sample,vanilla
-1.75630866019435,out-of-sample,vanilla
-1.72999331255846,out-of-sample,vanilla
-1.61871514408121,out-of-sample,vanilla
-1.69861009710246,out-of-sample,vanilla
-1.70123558853829,out-of-sample,vanilla
-1.7406959657586,out-of-sample,vanilla
-1.6468974548747,out-of-sample,vanilla
-1.6683987869973,out-of-sample,vanilla
-1.67098972862272,out-of-sample,vanilla
-1.68203892187758,out-of-sample,vanilla
-1.68373260191348,out-of-sample,vanilla
-1.61910203511809,out-of-sample,vanilla
-1.72109607570332,out-of-sample,vanilla
-1.73606258908623,out-of-sample,vanilla
-1.81120060414274,out-of-sample,vanilla
-1.76503702401874,out-of-sample,vanilla
-1.73277719732068,out-of-sample,vanilla
-1.75037993441428,out-of-sample,vanilla
-1.69820932424642,out-of-sample,vanilla
-1.68065424451893,out-of-sample,vanilla
-1.74451448868747,out-of-sample,vanilla
-1.81817624794091,out-of-sample,vanilla
-1.6978224466833,out-of-sample,vanilla
