logdensity,dataset,model
-1.58545318610145,in-sample,vanilla
-1.55726344006768,in-sample,vanilla
-1.55310600268428,in-sample,vanilla
-1.53066663498967,in-sample,vanilla
-1.5360810448274,in-sample,vanilla
-1.56059536144537,in-sample,vanilla
-1.53955649433347,in-sample,vanilla
-1.56051532750788,in-sample,vanilla
-1.57146362349093,in-sample,vanilla
-1.54927872269496,in-sample,vanilla
-1.56124006786269,in-sample,vanilla
-1.56772446874185,in-sample,vanilla
-1.5818862208906,in-sample,vanilla
-1.57887200652169,in-sample,vanilla
-1.57027224670386,in-sample,vanilla
-1.55419164907855,in-sample,vanilla
-1.5622030317625,in-sample,vanilla
-1.55151701691085,in-sample,vanilla
-1.55700925102135,in-sample,vanilla
-1.56401189974018,in-sample,vanilla
-1.5742661481683,in-sample,vanilla
-1.56862249300199,in-sample,vanilla
-1.55696248770016,in-sample,vanilla
-1.5426623161091,in-sample,vanilla
-1.56201866788018,in-sample,vanilla
-1.57788182663124,in-sample,vanilla
-1.57137860098079,in-sample,vanilla
-1.55335473422102,in-sample,vanilla
-1.55099489089658,in-sample,vanilla
-1.55096453016558,in-sample,vanilla
-1.54510057599242,in-sample,vanilla
-1.55301048988897,in-sample,vanilla
-1.57550609453992,in-sample,vanilla
-1.5409088950401,in-sample,vanilla
-1.56182924559641,in-sample,vanilla
-1.58223936702372,in-sample,vanilla
-1.57711971251538,in-sample,vanilla
-1.59232155997249,in-sample,vanilla
-1.57106311902158,in-sample,vanilla
-1.56713369579684,in-sample,vanilla
-1.56687212333369,in-sample,vanilla
-1.573663216924,in-sample,vanilla
-1.57069613225628,in-sample,vanilla
-1.53496658582759,in-sample,vanilla
-1.56701546186304,in-sample,vanilla
-1.51754559066037,in-sample,vanilla
-1.53207980253403,in-sample,vanilla
-1.54879863637405,in-sample,vanilla
-1.54728194356801,in-sample,vanilla
-1.55223350935159,in-sample,vanilla
-1.55580627755655,in-sample,vanilla
-1.57268366725666,in-sample,vanilla
-1.54271415850382,in-sample,vanilla
-1.54436177194949,in-sample,vanilla
-1.5688124290052,in-sample,vanilla
-1.59071131172451,in-sample,vanilla
-1.55022022558822,in-sample,vanilla
-1.54434695206393,in-sample,vanilla
-1.54694793683748,in-sample,vanilla
-1.55635509507959,in-sample,vanilla
-1.55942890263733,in-sample,vanilla
-1.55768815323935,in-sample,vanilla
-1.55351495588463,in-sample,vanilla
-1.54740011893324,in-sample,vanilla
-1.55424472964319,in-sample,vanilla
-1.54541951724961,in-sample,vanilla
-1.5543596086971,in-sample,vanilla
-1.56626614735257,in-sample,vanilla
-1.55729057319684,in-sample,vanilla
-1.54548116672587,in-sample,vanilla
-1.55896834378491,in-sample,vanilla
-1.54143697311999,in-sample,vanilla
-1.5550964333747,in-sample,vanilla
-1.54909863373475,in-sample,vanilla
-1.55824212821655,in-sample,vanilla
-1.52844931411754,in-sample,vanilla
-1.55694920095952,in-sample,vanilla
-1.56133394036541,in-sample,vanilla
-1.56154784329166,in-sample,vanilla
-1.55036412310823,in-sample,vanilla
-1.54069326415787,in-sample,vanilla
-1.5348826514893,in-sample,vanilla
-1.53672605859853,in-sample,vanilla
-1.54701902281004,in-sample,vanilla
-1.53480332087214,in-sample,vanilla
-1.56892367218891,in-sample,vanilla
-1.54868334447417,in-sample,vanilla
-1.56645507536025,in-sample,vanilla
-1.55603326333161,in-sample,vanilla
-1.57644169976408,in-sample,vanilla
-1.58031636685198,in-sample,vanilla
-1.57242173365183,in-sample,vanilla
-1.58242554006804,in-sample,vanilla
-1.57109046277634,in-sample,vanilla
-1.580436054464,in-sample,vanilla
-1.57038832412804,in-sample,vanilla
-1.56692476673298,in-sample,vanilla
-1.56789324258524,in-sample,vanilla
-1.56419396287625,in-sample,vanilla
-1.5629388089078,in-sample,vanilla
-1.55971761766678,in-sample,vanilla
-1.56925407231607,in-sample,vanilla
-1.56600948599998,in-sample,vanilla
-1.55537981415364,in-sample,vanilla
-1.54650572421388,in-sample,vanilla
-1.56326815256491,in-sample,vanilla
-1.54913178335995,in-sample,vanilla
-1.53592290516483,in-sample,vanilla
-1.54770789934745,in-sample,vanilla
-1.55841101106643,in-sample,vanilla
-1.55833038223563,in-sample,vanilla
-1.5720915384287,in-sample,vanilla
-1.57742633518099,in-sample,vanilla
-1.55903784052375,in-sample,vanilla
-1.56846882259014,in-sample,vanilla
-1.55242184308438,in-sample,vanilla
-1.56549092884894,in-sample,vanilla
-1.57625223178239,in-sample,vanilla
-1.5667716535465,in-sample,vanilla
-1.53598823888275,in-sample,vanilla
-1.54663202619248,in-sample,vanilla
-1.580580389041,in-sample,vanilla
-1.56851504671587,in-sample,vanilla
-1.56181015425564,in-sample,vanilla
-1.57194733688983,in-sample,vanilla
-1.57914965413813,in-sample,vanilla
-1.52545842220083,in-sample,vanilla
-1.55620137060495,in-sample,vanilla
-1.56261118201577,in-sample,vanilla
-1.56278289736865,in-sample,vanilla
-1.57852640233459,in-sample,vanilla
-1.56897045673597,in-sample,vanilla
-1.54978152916872,in-sample,vanilla
-1.54280163729229,in-sample,vanilla
-1.53089649849712,in-sample,vanilla
-1.53773498532204,in-sample,vanilla
-1.51841086945391,in-sample,vanilla
-1.55553355433939,in-sample,vanilla
-1.5498920132945,in-sample,vanilla
-1.56076759717043,in-sample,vanilla
-1.57617375515632,in-sample,vanilla
-1.53274894278581,in-sample,vanilla
-1.55718077951677,in-sample,vanilla
-1.55605975450058,in-sample,vanilla
-1.55748111876032,in-sample,vanilla
-1.55618042809405,in-sample,vanilla
-1.53435190826707,in-sample,vanilla
-1.52309800797102,in-sample,vanilla
-1.53325370107915,in-sample,vanilla
-1.53315248577797,in-sample,vanilla
-1.53696502940568,in-sample,vanilla
-1.5246543196332,in-sample,vanilla
-1.55122834139486,in-sample,vanilla
-1.55549799913924,in-sample,vanilla
-1.5490254279083,in-sample,vanilla
-1.5404139390052,in-sample,vanilla
-1.54019252991607,in-sample,vanilla
-1.54581909046333,in-sample,vanilla
-1.56030097366466,in-sample,vanilla
-1.55818698302026,in-sample,vanilla
-1.57402165752185,in-sample,vanilla
-1.56480762883866,in-sample,vanilla
-1.54067990762333,in-sample,vanilla
-1.54705498028664,in-sample,vanilla
-1.58671183423869,in-sample,vanilla
-1.54763324258339,in-sample,vanilla
-1.5711410376939,in-sample,vanilla
-1.5558476798702,in-sample,vanilla
-1.56051780218918,in-sample,vanilla
-1.55240250776269,in-sample,vanilla
-1.53122739309395,in-sample,vanilla
-1.55215133134902,in-sample,vanilla
-1.55959098721302,in-sample,vanilla
-1.55599987958175,in-sample,vanilla
-1.56195625821726,in-sample,vanilla
-1.58309728837322,in-sample,vanilla
-1.57226047796334,in-sample,vanilla
-1.55215836744691,in-sample,vanilla
-1.54208176515886,in-sample,vanilla
-1.5724579247915,in-sample,vanilla
-1.56546745094385,in-sample,vanilla
-1.556169725752,in-sample,vanilla
-1.5525418912851,in-sample,vanilla
-1.59390246615609,in-sample,vanilla
-1.55759753090733,in-sample,vanilla
-1.55760141134352,in-sample,vanilla
-1.55176684691868,in-sample,vanilla
-1.54900871224697,in-sample,vanilla
-1.55157749926652,in-sample,vanilla
-1.56311758466085,in-sample,vanilla
-1.55364844625986,in-sample,vanilla
-1.55868184827371,in-sample,vanilla
-1.55636545379243,in-sample,vanilla
-1.55681464284101,in-sample,vanilla
-1.54333927489383,in-sample,vanilla
-1.53626734458525,in-sample,vanilla
-1.55663969555751,in-sample,vanilla
-1.54743153835694,in-sample,vanilla
-1.53584860720183,in-sample,vanilla
-1.55444733231303,in-sample,vanilla
-1.56924561976243,in-sample,vanilla
-1.58104675343239,in-sample,vanilla
-1.56620309971427,in-sample,vanilla
-1.56328009914704,in-sample,vanilla
-1.55031651905247,in-sample,vanilla
-1.52581623165684,in-sample,vanilla
-1.55737253184865,in-sample,vanilla
-1.53894051073896,in-sample,vanilla
-1.56133592481045,in-sample,vanilla
-1.56823913305399,in-sample,vanilla
-1.55200630685697,in-sample,vanilla
-1.54954287085376,in-sample,vanilla
-1.55294360523085,in-sample,vanilla
-1.52505109001354,in-sample,vanilla
-1.53087870165825,in-sample,vanilla
-1.5363677250829,in-sample,vanilla
-1.53095732376493,in-sample,vanilla
-1.534752172788,in-sample,vanilla
-1.55599236537713,in-sample,vanilla
-1.55313929624985,in-sample,vanilla
-1.54883659298827,in-sample,vanilla
-1.56581236703681,in-sample,vanilla
-1.56406357628655,in-sample,vanilla
-1.5365801353542,in-sample,vanilla
-1.55969027695113,in-sample,vanilla
-1.56402433561788,in-sample,vanilla
-1.58111118765081,in-sample,vanilla
-1.56206350812515,in-sample,vanilla
-1.55630157154547,in-sample,vanilla
-1.5523888635427,in-sample,vanilla
-1.54707099932902,in-sample,vanilla
-1.53941329829491,in-sample,vanilla
-1.54952739394351,in-sample,vanilla
-1.56467161107552,in-sample,vanilla
-1.54453820010966,in-sample,vanilla
-1.52356073120334,in-sample,vanilla
-1.53015914813262,in-sample,vanilla
-1.53968800164495,in-sample,vanilla
-1.55777659280758,in-sample,vanilla
-1.54039651826058,in-sample,vanilla
-1.55419159504808,in-sample,vanilla
-1.53308549591861,in-sample,vanilla
-1.5596819045587,in-sample,vanilla
-1.56111881138745,in-sample,vanilla
-1.54891690386213,in-sample,vanilla
-1.53150675185179,in-sample,vanilla
-1.53961814425757,in-sample,vanilla
-1.58784825006721,in-sample,vanilla
-1.58212765907811,in-sample,vanilla
-1.58078427532683,in-sample,vanilla
-1.58565369465785,in-sample,vanilla
-1.55685021753693,in-sample,vanilla
-1.55536807236321,in-sample,vanilla
-1.56998518428017,in-sample,vanilla
-1.55209909893788,in-sample,vanilla
-1.57191696777597,in-sample,vanilla
-1.56577853872568,in-sample,vanilla
-1.56185985812368,in-sample,vanilla
-1.5769231087901,in-sample,vanilla
-1.56117051154836,in-sample,vanilla
-1.56911798601071,in-sample,vanilla
-1.54878889469817,in-sample,vanilla
-1.57680540543368,in-sample,vanilla
-1.54706338586219,in-sample,vanilla
-1.55299123854693,in-sample,vanilla
-1.54893751528379,in-sample,vanilla
-1.5460008201308,in-sample,vanilla
-1.5461442426564,in-sample,vanilla
-1.53808764376833,in-sample,vanilla
-1.54222869169956,in-sample,vanilla
-1.5467926786106,in-sample,vanilla
-1.56284265833184,in-sample,vanilla
-1.55932453387858,in-sample,vanilla
-1.57630865124771,in-sample,vanilla
-1.58351832047719,in-sample,vanilla
-1.56199157913534,in-sample,vanilla
-1.5512517359158,in-sample,vanilla
-1.54501162714963,in-sample,vanilla
-1.56026005536112,in-sample,vanilla
-1.53012724140946,in-sample,vanilla
-1.53853936882184,in-sample,vanilla
-1.52429476201952,in-sample,vanilla
-1.55038727468424,in-sample,vanilla
-1.54809912937381,in-sample,vanilla
-1.55066512661772,in-sample,vanilla
-1.56414391024658,in-sample,vanilla
-1.57057256502699,in-sample,vanilla
-1.58066204159099,in-sample,vanilla
-1.58990737047732,in-sample,vanilla
-1.59767686052755,in-sample,vanilla
-1.58525630326675,in-sample,vanilla
-1.58237221099878,in-sample,vanilla
-1.58554327664734,in-sample,vanilla
-1.55022920362718,in-sample,vanilla
-1.56114594906782,in-sample,vanilla
-1.56859353723841,in-sample,vanilla
-1.57927491238599,in-sample,vanilla
-1.57589009720522,in-sample,vanilla
-1.58243080949219,in-sample,vanilla
-1.58651656007417,in-sample,vanilla
-1.59387548223787,in-sample,vanilla
-1.58621516205091,in-sample,vanilla
-1.58899435340955,in-sample,vanilla
-1.58179217557711,in-sample,vanilla
-1.57438925563186,in-sample,vanilla
-1.59027205110258,in-sample,vanilla
-1.56996616409027,in-sample,vanilla
-1.56300269462832,in-sample,vanilla
-1.58264970682381,in-sample,vanilla
-1.56646444171,in-sample,vanilla
-1.57184382444409,in-sample,vanilla
-1.5769858999395,in-sample,vanilla
-1.56037303801028,in-sample,vanilla
-1.55381492977952,in-sample,vanilla
-1.54040578604359,in-sample,vanilla
-1.5546865170401,in-sample,vanilla
-1.55532901939706,in-sample,vanilla
-1.57139007851305,in-sample,vanilla
-1.5662411475658,in-sample,vanilla
-1.56269575268909,in-sample,vanilla
-1.55126874752881,in-sample,vanilla
-1.55771435005243,in-sample,vanilla
-1.53672231365735,in-sample,vanilla
-1.55233004301661,in-sample,vanilla
-1.5576559439562,in-sample,vanilla
-1.54202110943811,in-sample,vanilla
-1.55161030554287,in-sample,vanilla
-1.55874149906682,in-sample,vanilla
-1.54841306757528,in-sample,vanilla
-1.54581981199205,in-sample,vanilla
-1.55898107374632,in-sample,vanilla
-1.57243281178899,in-sample,vanilla
-1.57210685990813,in-sample,vanilla
-1.55470488775362,in-sample,vanilla
-1.53977407425666,in-sample,vanilla
-1.54478907879507,in-sample,vanilla
-1.56774958982467,in-sample,vanilla
-1.56292095328846,in-sample,vanilla
-1.5433356415759,in-sample,vanilla
-1.55205444938266,in-sample,vanilla
-1.53810574817413,in-sample,vanilla
-1.55130138251986,in-sample,vanilla
-1.54595130931557,in-sample,vanilla
-1.55695910257182,in-sample,vanilla
-1.53116804897703,in-sample,vanilla
-1.54820905887195,in-sample,vanilla
-1.53587533686658,in-sample,vanilla
-1.5476248045793,in-sample,vanilla
-1.52664935057308,in-sample,vanilla
-1.524084417501,in-sample,vanilla
-1.51605473568102,in-sample,vanilla
-1.52754273652623,in-sample,vanilla
-1.53421964522584,in-sample,vanilla
-1.57215654932422,in-sample,vanilla
-1.54720651389423,in-sample,vanilla
-1.51458218610552,in-sample,vanilla
-1.55124376042311,in-sample,vanilla
-1.55699734950677,in-sample,vanilla
-1.55449349043792,in-sample,vanilla
-1.55562453127636,in-sample,vanilla
-1.56316557490041,in-sample,vanilla
-1.57875824310209,in-sample,vanilla
-1.56248154627354,in-sample,vanilla
-1.56429818890727,in-sample,vanilla
-1.54549699360447,in-sample,vanilla
-1.57382402609604,in-sample,vanilla
-1.55438773723481,in-sample,vanilla
-1.58721917148795,in-sample,vanilla
-1.57382754733358,in-sample,vanilla
-1.58045083955441,in-sample,vanilla
-1.57505166838281,in-sample,vanilla
-1.57198797073872,in-sample,vanilla
-1.55271265983554,in-sample,vanilla
-1.56344239012295,in-sample,vanilla
-1.55573354358279,in-sample,vanilla
-1.55429845204703,in-sample,vanilla
-1.56175600732503,in-sample,vanilla
-1.57546971177058,in-sample,vanilla
-1.54333878907333,in-sample,vanilla
-1.57421110671502,in-sample,vanilla
-1.56686515899868,in-sample,vanilla
-1.57979284314125,in-sample,vanilla
-1.56981811388476,in-sample,vanilla
-1.5814106847708,in-sample,vanilla
-1.57475486790441,in-sample,vanilla
-1.57237715684155,in-sample,vanilla
-1.57363128655166,in-sample,vanilla
-1.55575826332469,in-sample,vanilla
-1.54550152969201,in-sample,vanilla
-1.5388272321957,in-sample,vanilla
-1.55308072124466,in-sample,vanilla
-1.5347643724546,in-sample,vanilla
-1.56821811418742,in-sample,vanilla
-1.56491832343325,in-sample,vanilla
-1.5526457542599,in-sample,vanilla
-1.53968051291588,in-sample,vanilla
-1.5415840853554,in-sample,vanilla
-1.56612924852257,in-sample,vanilla
-1.54802465377159,in-sample,vanilla
-1.52389498470074,in-sample,vanilla
-1.51684716424895,in-sample,vanilla
-1.52161512208917,in-sample,vanilla
-1.54886955937697,in-sample,vanilla
-1.51061984248154,in-sample,vanilla
-1.52547170396755,in-sample,vanilla
-1.56022406571018,in-sample,vanilla
-1.54957075533467,in-sample,vanilla
-1.57111674309909,in-sample,vanilla
-1.56521074971821,in-sample,vanilla
-1.58035694433205,in-sample,vanilla
-1.55244283130899,in-sample,vanilla
-1.5518579124372,in-sample,vanilla
-1.54301419966591,in-sample,vanilla
-1.55771444866195,in-sample,vanilla
-1.54678258893455,in-sample,vanilla
-1.53882494644013,in-sample,vanilla
-1.56672959668541,in-sample,vanilla
-1.57057020424143,in-sample,vanilla
-1.57157359685992,in-sample,vanilla
-1.587375758573,in-sample,vanilla
-1.56124736051058,in-sample,vanilla
-1.54260652661064,in-sample,vanilla
-1.5571306288856,in-sample,vanilla
-1.54586594366347,in-sample,vanilla
-1.54382815509049,in-sample,vanilla
-1.54289655386036,in-sample,vanilla
-1.65612284997363,out-of-sample,functional
-1.63836352699667,out-of-sample,functional
-1.67852715934357,out-of-sample,functional
-1.6242264755739,out-of-sample,functional
-1.6986879493261,out-of-sample,functional
-1.65791254698954,out-of-sample,functional
-1.72205652460389,out-of-sample,functional
-1.65665738426747,out-of-sample,functional
-1.63607118570002,out-of-sample,functional
-1.677068150282,out-of-sample,functional
-1.70870286708118,out-of-sample,functional
-1.69177436742996,out-of-sample,functional
-1.67231302592095,out-of-sample,functional
-1.7482302040776,out-of-sample,functional
-1.66596432511146,out-of-sample,functional
-1.61458965178028,out-of-sample,functional
-1.62801827996523,out-of-sample,functional
-1.63650983073841,out-of-sample,functional
-1.65569423909781,out-of-sample,functional
-1.66721502720626,out-of-sample,functional
-1.67100584170557,out-of-sample,functional
-1.66439431731105,out-of-sample,functional
-1.61825406725289,out-of-sample,functional
-1.67824733392006,out-of-sample,functional
-1.62602941743125,out-of-sample,functional
-1.67173428401609,out-of-sample,functional
-1.71228199808304,out-of-sample,functional
-1.6837470957767,out-of-sample,functional
-1.69025143638149,out-of-sample,functional
-1.64255409498126,out-of-sample,functional
-1.63362991760853,out-of-sample,functional
-1.68470040933413,out-of-sample,functional
-1.65960625286602,out-of-sample,functional
-1.68912463784503,out-of-sample,functional
-1.63815422541485,out-of-sample,functional
-1.65106602432303,out-of-sample,functional
-1.63716525432704,out-of-sample,functional
-1.64475100015309,out-of-sample,functional
-1.74844574059202,out-of-sample,functional
-1.65126420601938,out-of-sample,functional
-1.66882480110893,out-of-sample,functional
-1.65966916222755,out-of-sample,functional
-1.67730503499151,out-of-sample,functional
-1.7044963227333,out-of-sample,functional
-1.63697171813443,out-of-sample,functional
-1.66413105618279,out-of-sample,functional
-1.66913616296076,out-of-sample,functional
-1.67741650739035,out-of-sample,functional
-1.67918441863317,out-of-sample,functional
-1.70592516504519,out-of-sample,functional
-1.71381544046224,out-of-sample,functional
-1.65354471080718,out-of-sample,functional
-1.64266557868263,out-of-sample,functional
-1.66162812631215,out-of-sample,functional
-1.62797088445602,out-of-sample,functional
-1.66096267134188,out-of-sample,functional
-1.67573720786919,out-of-sample,functional
-1.63074642582473,out-of-sample,functional
-1.68404930110667,out-of-sample,functional
-1.62995593556582,out-of-sample,functional
-1.62237327593393,out-of-sample,functional
-1.58669572497472,out-of-sample,functional
-1.6612080463703,out-of-sample,functional
-1.63951303268331,out-of-sample,functional
-1.71768438459719,out-of-sample,functional
-1.67458474410048,out-of-sample,functional
-1.6756567196798,out-of-sample,functional
-1.64505932927463,out-of-sample,functional
-1.63298236379621,out-of-sample,functional
-1.70159484933959,out-of-sample,functional
-1.70479720714105,out-of-sample,functional
-1.72541241035371,out-of-sample,functional
-1.61564693091742,out-of-sample,functional
-1.63782304808042,out-of-sample,functional
-1.69064373776584,out-of-sample,functional
-1.66061233694991,out-of-sample,functional
-1.67609073370316,out-of-sample,functional
-1.63571795134202,out-of-sample,functional
-1.72509811687972,out-of-sample,functional
-1.65897384428075,out-of-sample,functional
-1.6444234173803,out-of-sample,functional
-1.68915366729935,out-of-sample,functional
-1.6439219891126,out-of-sample,functional
-1.69369121541034,out-of-sample,functional
-1.62724454201654,out-of-sample,functional
-1.71420225032356,out-of-sample,functional
-1.70609796140342,out-of-sample,functional
-1.62136839047058,out-of-sample,functional
-1.63516942197569,out-of-sample,functional
-1.65633566102769,out-of-sample,functional
-1.63855350731462,out-of-sample,functional
-1.60173452375377,out-of-sample,functional
-1.6708292784575,out-of-sample,functional
-1.72721962972147,out-of-sample,functional
-1.65982165787678,out-of-sample,functional
-1.65719537058302,out-of-sample,functional
-1.69755531378525,out-of-sample,functional
-1.72139562909382,out-of-sample,functional
-1.648382568062,out-of-sample,functional
-1.69902329262203,out-of-sample,functional
-1.6430399298577,out-of-sample,functional
-1.64657887051359,out-of-sample,functional
-1.73725972219897,out-of-sample,functional
-1.68033298637331,out-of-sample,functional
-1.66965218572581,out-of-sample,functional
-1.65285208142436,out-of-sample,functional
-1.68025688584215,out-of-sample,functional
-1.67728781132249,out-of-sample,functional
-1.71658400000603,out-of-sample,functional
-1.69428621444403,out-of-sample,functional
-1.69140340403762,out-of-sample,functional
-1.68511838718111,out-of-sample,functional
-1.65195730636295,out-of-sample,functional
-1.65004918802574,out-of-sample,functional
-1.63432519181087,out-of-sample,functional
-1.7023062556748,out-of-sample,functional
-1.58685650144188,out-of-sample,functional
-1.76011579615491,out-of-sample,functional
-1.69688769438743,out-of-sample,functional
-1.64294247031925,out-of-sample,functional
-1.61567072304878,out-of-sample,functional
-1.65784275497049,out-of-sample,functional
-1.67781622631468,out-of-sample,functional
-1.64467483684304,out-of-sample,functional
-1.62160079185833,out-of-sample,functional
-1.67680882688273,out-of-sample,functional
-1.66911999798079,out-of-sample,functional
-1.66978506222004,out-of-sample,functional
-1.70757540198998,out-of-sample,functional
-1.66074487049824,out-of-sample,functional
-1.65926887750475,out-of-sample,functional
-1.67316355022413,out-of-sample,functional
-1.6618983846144,out-of-sample,functional
-1.6210085733272,out-of-sample,functional
-1.65115772795132,out-of-sample,functional
-1.62701183120127,out-of-sample,functional
-1.67614777590987,out-of-sample,functional
-1.716903877559,out-of-sample,functional
-1.71320104033809,out-of-sample,functional
-1.62787285063337,out-of-sample,functional
-1.64545619084733,out-of-sample,functional
-1.72646425414529,out-of-sample,functional
-1.6455525931769,out-of-sample,functional
-1.70769881448978,out-of-sample,functional
-1.77802276397294,out-of-sample,functional
-1.63097887486413,out-of-sample,functional
-1.65677745585522,out-of-sample,functional
-1.68945261189007,out-of-sample,functional
-1.68658564030217,out-of-sample,functional
-1.71909280512136,out-of-sample,functional
-1.65223461621626,out-of-sample,functional
-1.72830943199583,out-of-sample,functional
-1.70256292806666,out-of-sample,functional
-1.64545703065816,out-of-sample,functional
-1.63162936909344,out-of-sample,functional
-1.59256596023589,out-of-sample,functional
-1.66502264568589,out-of-sample,functional
-1.65902243885145,out-of-sample,functional
-1.7133592544782,out-of-sample,functional
-1.61834357166655,out-of-sample,functional
-1.66028196973685,out-of-sample,functional
-1.65490240022809,out-of-sample,functional
-1.66325419227347,out-of-sample,functional
-1.66320525596834,out-of-sample,functional
-1.69261699972251,out-of-sample,functional
-1.63365764128202,out-of-sample,functional
-1.62966651936521,out-of-sample,functional
-1.59993761290742,out-of-sample,functional
-1.68786220540257,out-of-sample,functional
-1.65360327512699,out-of-sample,functional
-1.68174314763803,out-of-sample,functional
-1.63449257157361,out-of-sample,functional
-1.63289235068107,out-of-sample,functional
-1.70877017331602,out-of-sample,functional
-1.65702262746243,out-of-sample,functional
-1.61047057442998,out-of-sample,functional
-1.61405541689677,out-of-sample,functional
-1.71903162445484,out-of-sample,functional
-1.64626399807243,out-of-sample,functional
-1.65828251264579,out-of-sample,functional
-1.63526962726904,out-of-sample,functional
-1.66993878537255,out-of-sample,functional
-1.68247788759942,out-of-sample,functional
-1.6992695870297,out-of-sample,functional
-1.60092529241086,out-of-sample,functional
-1.68833620336317,out-of-sample,functional
-1.66001989487951,out-of-sample,functional
-1.57279229792119,out-of-sample,functional
-1.67763843717555,out-of-sample,functional
-1.71249215846499,out-of-sample,functional
-1.62145694879297,out-of-sample,functional
-1.66433743350333,out-of-sample,functional
-1.64104805055534,out-of-sample,functional
-1.66604605981601,out-of-sample,functional
-1.58617986086823,out-of-sample,functional
-1.70049228542482,out-of-sample,functional
-1.73675998605669,out-of-sample,functional
-1.64020498601559,out-of-sample,functional
-1.6564427121769,out-of-sample,functional
-1.62290794183495,out-of-sample,functional
-1.70562389633153,out-of-sample,functional
-1.64425268968215,out-of-sample,functional
-1.71974729983749,out-of-sample,functional
-1.71924306200389,out-of-sample,functional
-1.62100463065984,out-of-sample,functional
-1.70673039071927,out-of-sample,functional
-1.64133892193443,out-of-sample,functional
-1.70064556660793,out-of-sample,functional
-1.65025344820885,out-of-sample,functional
-1.7011169689971,out-of-sample,functional
-1.66113061698082,out-of-sample,functional
-1.66777105473771,out-of-sample,functional
-1.66773566045682,out-of-sample,functional
-1.64296705173272,out-of-sample,functional
-1.63160950973931,out-of-sample,functional
-1.61393317292649,out-of-sample,functional
-1.64304320289462,out-of-sample,functional
-1.71431627002324,out-of-sample,functional
-1.64595806235115,out-of-sample,functional
-1.71846254311145,out-of-sample,functional
-1.73595569243305,out-of-sample,functional
-1.64473772012575,out-of-sample,functional
-1.62514968404757,out-of-sample,functional
-1.67345324723551,out-of-sample,functional
-1.6725941413853,out-of-sample,functional
-1.62394759531945,out-of-sample,functional
-1.61570818571485,out-of-sample,functional
-1.67907201911761,out-of-sample,functional
-1.6463133557823,out-of-sample,functional
-1.64584399847525,out-of-sample,functional
-1.65232593351772,out-of-sample,functional
-1.72349743498952,out-of-sample,functional
-1.646712257576,out-of-sample,functional
-1.72533814610381,out-of-sample,functional
-1.65834308229834,out-of-sample,functional
-1.72117151612368,out-of-sample,functional
-1.65268538971824,out-of-sample,functional
-1.61528881341624,out-of-sample,functional
-1.64130638698016,out-of-sample,functional
-1.6896437630181,out-of-sample,functional
-1.71861973472408,out-of-sample,functional
-1.64162053624268,out-of-sample,functional
-1.63639493493297,out-of-sample,functional
-1.67819957855459,out-of-sample,functional
-1.66912787298838,out-of-sample,functional
-1.66002783851743,out-of-sample,functional
-1.77379019824957,out-of-sample,functional
-1.65816751787645,out-of-sample,functional
-1.7020835022928,out-of-sample,functional
-1.63403134355619,out-of-sample,functional
-1.67380537946406,out-of-sample,functional
-1.63004844971659,out-of-sample,functional
-1.65525434456331,out-of-sample,functional
-1.66013203057533,out-of-sample,functional
-1.7415612385648,out-of-sample,functional
-1.65816930310942,out-of-sample,functional
-1.66492211154821,out-of-sample,functional
-1.69107710081553,out-of-sample,functional
-1.69553686086125,out-of-sample,functional
-1.67153305448644,out-of-sample,functional
-1.59966548373719,out-of-sample,functional
-1.6872771535018,out-of-sample,functional
-1.63224758459093,out-of-sample,functional
-1.6316570863232,out-of-sample,functional
-1.68849254356705,out-of-sample,functional
-1.64360100995317,out-of-sample,functional
-1.63229970577158,out-of-sample,functional
-1.67258131948912,out-of-sample,functional
-1.66518177351627,out-of-sample,functional
-1.67036882163038,out-of-sample,functional
-1.62689963994552,out-of-sample,functional
-1.66176498685425,out-of-sample,functional
-1.66145775537896,out-of-sample,functional
-1.73550474523806,out-of-sample,functional
-1.72964333952173,out-of-sample,functional
-1.6519539677008,out-of-sample,functional
-1.70942941986614,out-of-sample,functional
-1.59777330369232,out-of-sample,functional
-1.64780902013853,out-of-sample,functional
-1.78997850404259,out-of-sample,functional
-1.66594764987829,out-of-sample,functional
-1.68292770271293,out-of-sample,functional
-1.66443414373945,out-of-sample,functional
-1.69831552281599,out-of-sample,functional
-1.71447969280121,out-of-sample,functional
-1.67134369048335,out-of-sample,functional
-1.73291522942335,out-of-sample,functional
-1.66480169395122,out-of-sample,functional
-1.65580475321935,out-of-sample,functional
-1.7270243280847,out-of-sample,functional
-1.62379539266348,out-of-sample,functional
-1.65990280775727,out-of-sample,functional
-1.6564513030691,out-of-sample,functional
-1.68366834687538,out-of-sample,functional
-1.67238370141827,out-of-sample,functional
-1.66590514478208,out-of-sample,functional
-1.62822454612063,out-of-sample,functional
-1.70300494012738,out-of-sample,functional
-1.65563790473983,out-of-sample,functional
-1.73746660905067,out-of-sample,functional
-1.63002188272571,out-of-sample,functional
-1.6036387069108,out-of-sample,functional
-1.67027007250405,out-of-sample,functional
-1.75049820947444,out-of-sample,functional
-1.67363886406642,out-of-sample,functional
-1.76834102326395,out-of-sample,functional
-1.64167291456002,out-of-sample,functional
-1.67667448082929,out-of-sample,functional
-1.65902210925918,out-of-sample,functional
-1.66971972430107,out-of-sample,functional
